escenario,accuracy,precision,recall,f1
Fed_Trimmed_Kyber_Final,0.7814416712212303,0.9371190247032403,0.6455961984749696,0.7645095858143035
Fed_Trimmed_Kyber_Final,0.8402259063581708,0.8956843403205919,0.8027406343242347,0.8466693863278746
Fed_Trimmed_Kyber_Final,0.757818667638307,0.696238852268321,0.9921538291523925,0.8182646737149106
Fed_Trimmed_Kyber_Final,0.7507742758243761,0.6914144151118681,0.9869598850701735,0.8131658016935264
Fed_Trimmed_Kyber_Final,0.6989129774700917,0.6465362848341571,0.9973477732346115,0.784509735744089
Fed_Trimmed_Kyber_Final,0.7805307584866703,0.7723218759394729,0.851696320035363,0.8100693714525962
Fed_Trimmed_Kyber_Final,0.7966235501305642,0.7557889068389876,0.9306000663056692,0.8341340201079689
Fed_Trimmed_Kyber_Final,0.7985061031153216,0.7422846030269722,0.9701624488893801,0.841061506035639
