Ronda,Cliente_0,Cliente_1,Cliente_2
1,0.5265682339668274,0.5235095024108887,0.5249403119087219
2,0.3756219744682312,0.37723907828330994,0.37789449095726013
3,0.46348923444747925,0.48077672719955444,0.46964770555496216
4,0.33651670813560486,0.32416480779647827,0.32894718647003174
5,0.3677584230899811,0.37745580077171326,0.3795574903488159
